customer_id,signup_date,home_city,segment,age,household_size,income_band,acquisition_channel,propensity_score
C007189,10/8/2024,Rajshahi,End-User,27,6,High,Paid Search,0.905
C007190,2/27/2022,Khulna,End-User,38,3,High,Organic,0.778
C007191,3/10/2023,Dhaka,Renter-to-Owner,59,7,Low,Broker Network,0.427
C007192,6/24/2023,Dhaka,Investor,35,4,Lower-Mid,Paid Search,0.615
C007193,1/13/2024,Khulna,End-User,42,4,High,Facebook,0.611
C007194,10/26/2023,Sylhet,Renter-to-Owner,48,5,Mid,Facebook,0.538
C007195,8/20/2023,Chattogram,Business Buyer,57,2,Mid,Email,0.698
C007196,11/24/2022,Dhaka,Investor,36,2,Low,Paid Search,0.533
C007197,4/24/2022,Dhaka,End-User,45,4,Lower-Mid,Referral,0.637
C007198,4/6/2023,Dhaka,End-User,27,4,Mid,Marketplace,0.6
C007199,10/4/2022,Dhaka,End-User,34,6,,Facebook,0.589
C007200,8/14/2023,Mymensingh,Investor,30,2,Lower-Mid,Organic,0.69
C007201,4/29/2024,Dhaka,End-User,18,6,Mid,Paid Search,0.613
C007202,8/13/2023,Dhaka,End-User,20,3,Low,Facebook,0.432
C007203,9/14/2023,Rangpur,End-User,38,3,Mid,Paid Search,0.668
C007204,2/14/2022,Rajshahi,End-User,38,3,,Facebook,0.307
C007205,11/19/2023,Chattogram,Business Buyer,25,3,Mid,Facebook,0.651
C007206,4/14/2023,Rajshahi,End-User,48,4,Upper-Mid,Broker Network,0.6
C007207,5/12/2022,Mymensingh,Renter-to-Owner,24,3,Mid,Referral,0.901
C007208,8/16/2022,Dhaka,End-User,36,2,Low,Referral,0.434
C007209,4/12/2024,Dhaka,Renter-to-Owner,30,3,Upper-Mid,Organic,0.852
C007210,9/4/2024,Rangpur,Renter-to-Owner,35,4,Low,Facebook,0.433
C007211,6/26/2023,Barishal,End-User,42,2,Low,Email,0.46
C007212,11/7/2024,Mymensingh,End-User,41,4,,Broker Network,0.659
C007213,7/11/2022,Chattogram,End-User,40,5,Low,Organic,0.504
C007214,11/16/2022,Mymensingh,End-User,39,6,Lower-Mid,Organic,0.532
C007215,9/18/2024,Chattogram,Renter-to-Owner,23,4,Upper-Mid,Referral,0.906
C007216,7/6/2022,Sylhet,End-User,44,1,Lower-Mid,Facebook,0.454
C007217,12/4/2023,Rangpur,End-User,24,5,Upper-Mid,Facebook,0.542
C007218,8/22/2022,Dhaka,Business Buyer,33,5,Mid,Organic,0.771
C007219,12/20/2022,Dhaka,Investor,31,3,Lower-Mid,Paid Search,0.651
C007220,5/25/2023,Rajshahi,Investor,37,4,Lower-Mid,Organic,0.631
C007221,1/19/2023,Rangpur,Investor,30,4,Lower-Mid,Organic,0.74
C007222,7/21/2024,Dhaka,Business Buyer,33,6,Upper-Mid,Paid Search,0.701
C007223,11/2/2024,Rangpur,Investor,49,3,Upper-Mid,Email,0.821
C007224,6/18/2023,Chattogram,End-User,,5,Lower-Mid,Email,0.473
C007225,7/14/2023,Chattogram,End-User,34,4,Mid,Paid Search,0.378
C007226,3/1/2022,Chattogram,Renter-to-Owner,24,4,Mid,Paid Search,0.575
C007227,9/7/2022,Mymensingh,End-User,40,5,Mid,Organic,0.674
C007228,2/12/2022,Dhaka,Business Buyer,27,3,Low,Marketplace,0.475
C007229,7/2/2024,Khulna,Investor,34,4,Lower-Mid,Organic,0.558
C007230,8/31/2022,Dhaka,End-User,22,4,Lower-Mid,Marketplace,0.433
C007231,12/30/2022,Mymensingh,End-User,46,2,Mid,Referral,0.659
C007232,6/17/2024,Barishal,End-User,35,5,Lower-Mid,Broker Network,0.466
C007233,1/31/2024,Dhaka,Renter-to-Owner,35,5,Mid,Organic,0.649
C007234,10/25/2023,Dhaka,End-User,41,4,,Referral,0.744
C007235,2/11/2022,Chattogram,End-User,23,3,Low,Organic,0.48
C007236,8/24/2023,Chattogram,Investor,28,4,Mid,Referral,0.754
C007237,8/21/2023,Barishal,Investor,36,5,Low,Referral,0.694
C007238,12/7/2022,Khulna,Renter-to-Owner,18,4,Mid,Email,0.609
C007239,3/5/2024,Chattogram,End-User,19,3,Lower-Mid,Referral,0.63
C007240,9/17/2024,Sylhet,Business Buyer,27,3,,Marketplace,0.701
C007241,10/4/2022,Chattogram,Investor,24,4,Lower-Mid,Facebook,0.541
C007242,12/20/2022,Dhaka,Business Buyer,31,2,High,Facebook,0.86
C007243,12/10/2022,Dhaka,Renter-to-Owner,39,4,Low,Organic,0.539
C007244,6/9/2024,Chattogram,Investor,41,3,Upper-Mid,Organic,0.913
C007245,3/24/2022,Rajshahi,Investor,50,2,Lower-Mid,Organic,0.778
C007246,8/13/2024,Dhaka,Renter-to-Owner,34,8,Lower-Mid,Organic,0.5
C007247,4/6/2024,Khulna,Investor,35,6,,Organic,0.817
C007248,5/31/2023,Dhaka,End-User,34,4,Lower-Mid,Paid Search,0.556
C007249,9/15/2023,Sylhet,Renter-to-Owner,37,5,Mid,Paid Search,0.645
C007250,8/11/2024,Dhaka,Business Buyer,38,5,Mid,Referral,0.714
C007251,3/31/2024,Chattogram,Renter-to-Owner,42,4,Lower-Mid,Facebook,0.359
C007252,10/23/2022,Dhaka,Renter-to-Owner,42,4,Low,Marketplace,0.33
C007253,2/23/2022,Chattogram,End-User,39,3,Upper-Mid,Paid Search,0.543
C007254,12/3/2023,Dhaka,Renter-to-Owner,48,5,Mid,Organic,0.625
C007255,6/5/2022,Chattogram,End-User,34,5,Upper-Mid,Email,0.664
C007256,4/4/2022,Barishal,Renter-to-Owner,28,6,Mid,Email,0.521
C007257,11/13/2024,Dhaka,End-User,30,4,Mid,Paid Search,0.498
C007258,5/21/2023,Sylhet,End-User,33,7,Mid,Organic,0.499
C007259,11/25/2023,Rajshahi,Business Buyer,24,4,Low,Email,0.486
C007260,8/20/2022,Khulna,End-User,28,6,Upper-Mid,Marketplace,0.801
C007261,4/19/2022,Rajshahi,End-User,24,3,Upper-Mid,Marketplace,0.705
C007262,3/8/2022,Chattogram,End-User,37,2,Mid,Paid Search,0.586
C007263,1/13/2023,Sylhet,End-User,37,6,Upper-Mid,Organic,0.638
C007264,1/4/2022,Barishal,End-User,18,5,Low,Paid Search,0.284
C007265,3/24/2023,Barishal,Business Buyer,28,4,Lower-Mid,Facebook,0.553
C007266,12/13/2022,Dhaka,End-User,50,3,Low,Organic,0.306
C007267,7/16/2023,Rajshahi,End-User,40,3,Mid,Paid Search,0.592
C007268,9/21/2023,Dhaka,End-User,38,3,Lower-Mid,Marketplace,0.424
C007269,11/25/2022,Khulna,Renter-to-Owner,28,4,Low,Organic,0.498
C007270,5/1/2023,Dhaka,Renter-to-Owner,37,4,Mid,Organic,0.537
C007271,3/25/2022,Dhaka,Investor,34,1,Lower-Mid,Facebook,0.634
C007272,11/18/2022,Rajshahi,End-User,27,6,Mid,Marketplace,0.511
C007273,11/8/2024,Rangpur,Renter-to-Owner,30,3,Lower-Mid,Marketplace,0.433
C007274,11/22/2024,Dhaka,Investor,30,5,Low,Paid Search,0.588
C007275,6/2/2023,Khulna,End-User,21,3,Lower-Mid,Referral,0.498
C007276,9/28/2024,Rajshahi,End-User,22,4,Lower-Mid,Marketplace,0.464
C007277,6/19/2023,Mymensingh,Investor,32,5,Lower-Mid,Referral,0.779
C007278,5/14/2022,Rajshahi,Business Buyer,26,5,Lower-Mid,Paid Search,0.493
C007279,7/14/2024,Dhaka,Business Buyer,31,3,High,Referral,0.919
C007280,3/19/2023,Dhaka,Renter-to-Owner,20,4,Low,Facebook,0.427
C007281,10/15/2023,Rajshahi,End-User,41,5,Lower-Mid,Facebook,0.529
C007282,11/23/2023,Dhaka,Business Buyer,53,4,Upper-Mid,Facebook,0.797
C007283,11/25/2022,Mymensingh,End-User,43,2,Lower-Mid,Organic,0.482
C007284,2/21/2024,Mymensingh,Business Buyer,44,3,Mid,Broker Network,0.676
C007285,6/19/2023,Mymensingh,Investor,40,3,Mid,Paid Search,0.752
C007286,1/26/2023,Dhaka,Investor,36,4,Low,Organic,0.54
C007287,11/14/2022,Sylhet,End-User,35,6,High,Facebook,0.602
C007288,3/6/2024,Rajshahi,Business Buyer,26,5,Lower-Mid,Referral,0.623
C007289,9/23/2022,Dhaka,Investor,40,3,Mid,Facebook,0.529
C007290,5/13/2022,Dhaka,End-User,40,6,Upper-Mid,Broker Network,0.581
C007291,7/28/2024,Dhaka,End-User,30,4,Upper-Mid,Email,0.613
C007292,12/20/2022,Chattogram,Business Buyer,39,5,Lower-Mid,Referral,0.88
C007293,11/15/2023,Mymensingh,Renter-to-Owner,28,2,Mid,Facebook,0.538
C007294,2/3/2024,Rangpur,Business Buyer,28,3,Lower-Mid,Facebook,0.613
C007295,6/12/2024,Dhaka,End-User,41,5,Mid,Paid Search,0.524
C007296,10/29/2023,Khulna,Renter-to-Owner,38,3,Mid,Facebook,0.625
C007297,1/25/2024,Dhaka,End-User,32,4,Lower-Mid,Facebook,0.343
C007298,6/11/2024,Dhaka,Investor,31,4,Lower-Mid,Broker Network,0.566
C007299,10/2/2024,Dhaka,Renter-to-Owner,36,2,Mid,Broker Network,0.76
C007300,2/19/2022,Rajshahi,End-User,18,1,Lower-Mid,Organic,0.404
C007301,3/3/2024,Rajshahi,End-User,27,5,Mid,Marketplace,0.649
C007302,7/5/2022,Rangpur,End-User,23,7,Low,Marketplace,0.33
C007303,8/8/2024,Rangpur,Renter-to-Owner,34,4,Mid,Paid Search,0.544
C007304,2/21/2022,Dhaka,Renter-to-Owner,44,5,Low,Marketplace,0.389
C007305,9/21/2022,Sylhet,End-User,38,3,Mid,Facebook,0.648
C007306,7/24/2022,Dhaka,Business Buyer,29,6,Low,Paid Search,0.444
C007307,10/6/2023,Chattogram,End-User,28,3,Mid,Broker Network,0.549
C007308,1/5/2022,Khulna,Investor,27,5,Mid,Organic,0.878
C007309,1/19/2022,Dhaka,Investor,52,4,Lower-Mid,Referral,0.768
C007310,6/22/2023,Dhaka,End-User,35,5,Mid,Email,0.726
C007311,11/1/2024,Dhaka,Investor,36,4,Upper-Mid,Paid Search,0.913
C007312,7/18/2023,Dhaka,Renter-to-Owner,18,4,Low,Paid Search,0.384
C007313,4/21/2023,Mymensingh,Renter-to-Owner,23,4,Mid,Paid Search,0.714
C007314,12/3/2023,Dhaka,End-User,34,5,Lower-Mid,Facebook,0.276
C007315,8/12/2023,Khulna,Renter-to-Owner,30,3,Mid,Facebook,0.652
C007316,2/15/2023,Mymensingh,Business Buyer,35,3,Upper-Mid,Broker Network,0.738
C007317,9/20/2023,Khulna,End-User,35,6,Mid,Email,0.608
C007318,1/4/2022,Chattogram,Investor,39,4,Low,Facebook,0.707
C007319,9/18/2022,Mymensingh,End-User,18,3,Lower-Mid,Facebook,0.296
C007320,12/20/2023,Dhaka,End-User,24,5,,Paid Search,0.614
C007321,12/31/2022,Dhaka,End-User,33,5,Low,Facebook,0.417
C007322,2/27/2022,Khulna,End-User,28,2,Mid,Organic,0.653
C007323,5/13/2022,Chattogram,End-User,31,5,Mid,Facebook,0.442
C007324,7/12/2024,Barishal,End-User,35,4,Mid,Facebook,0.513
C007325,12/18/2022,Dhaka,Investor,27,5,Low,Referral,0.573
C007326,1/25/2022,Rajshahi,End-User,36,4,Mid,Organic,0.634
C007327,2/16/2024,Sylhet,End-User,39,4,Lower-Mid,Facebook,0.326
C007328,7/20/2023,Mymensingh,Renter-to-Owner,35,1,Lower-Mid,Broker Network,0.525
C007329,4/27/2023,Dhaka,End-User,40,3,Mid,Broker Network,0.63
C007330,8/11/2024,Dhaka,End-User,18,5,Mid,Facebook,0.461
C007331,12/1/2022,Mymensingh,End-User,29,7,Lower-Mid,Email,0.438
C007332,9/3/2023,Rajshahi,End-User,42,4,Upper-Mid,Broker Network,0.587
C007333,3/5/2024,Dhaka,Investor,26,3,Low,Broker Network,0.631
C007334,10/11/2023,Dhaka,End-User,25,4,Lower-Mid,Broker Network,0.479
C007335,8/10/2022,Barishal,Investor,33,3,Lower-Mid,Broker Network,0.631
C007336,12/28/2023,Khulna,Investor,34,5,Low,Email,0.54
C007337,3/3/2024,Khulna,End-User,29,4,Lower-Mid,Organic,0.523
C007338,5/11/2022,Rangpur,Renter-to-Owner,51,5,Mid,Facebook,0.505
C007339,6/26/2022,Dhaka,Investor,37,4,,Email,0.756
C007340,12/21/2023,Dhaka,Investor,26,5,Lower-Mid,Organic,0.713
C007341,5/7/2022,Rajshahi,Investor,21,2,Lower-Mid,Organic,0.722
C007342,7/27/2024,Rangpur,End-User,38,4,Lower-Mid,Facebook,0.388
C007343,4/27/2022,Dhaka,End-User,26,4,Low,Facebook,0.398
C007344,11/4/2024,Sylhet,Investor,53,3,Mid,Broker Network,0.857
C007345,12/17/2023,Dhaka,End-User,38,4,Upper-Mid,Facebook,0.652
C007346,4/18/2023,Dhaka,Business Buyer,39,4,Upper-Mid,Organic,0.827
C007347,10/14/2022,Rangpur,End-User,36,5,Lower-Mid,Email,0.356
C007348,1/3/2023,Dhaka,End-User,44,5,Lower-Mid,Paid Search,0.584
C007349,3/8/2024,Dhaka,End-User,18,4,Mid,Email,0.565
C007350,3/14/2024,Barishal,End-User,23,5,Upper-Mid,Facebook,0.625
C007351,8/11/2022,Chattogram,End-User,43,2,Low,Organic,0.374
C007352,8/2/2023,Chattogram,End-User,48,3,Low,Facebook,0.333
C007353,11/24/2024,Barishal,Renter-to-Owner,23,2,,Referral,0.864
C007354,10/2/2022,Dhaka,Business Buyer,18,4,Low,Email,0.583
C007355,1/10/2024,Rajshahi,Renter-to-Owner,36,4,High,Facebook,0.725
C007356,7/3/2022,Chattogram,End-User,38,6,Mid,Marketplace,0.652
C007357,6/8/2024,Dhaka,End-User,35,4,Mid,Paid Search,0.459
C007358,7/1/2022,Sylhet,End-User,33,3,Low,Paid Search,0.236
C007359,11/14/2022,Chattogram,Renter-to-Owner,18,4,Upper-Mid,Facebook,0.516
C007360,5/5/2023,Rangpur,Investor,31,1,Low,Referral,0.714
C007361,1/31/2023,Mymensingh,End-User,32,3,Lower-Mid,Organic,0.454
C007362,7/1/2022,Rangpur,End-User,29,1,Low,Organic,0.419
C007363,11/15/2023,Chattogram,End-User,18,4,Low,Referral,0.538
C007364,1/22/2022,Dhaka,End-User,39,3,Mid,Paid Search,0.566
C007365,11/14/2024,Rangpur,End-User,42,4,Lower-Mid,Broker Network,0.395
C007366,2/25/2022,Chattogram,End-User,27,2,Mid,Paid Search,0.67
C007367,12/22/2022,Sylhet,End-User,32,3,Mid,Facebook,0.497
C007368,9/18/2024,Rangpur,End-User,30,5,Mid,Facebook,0.515
C007369,6/15/2022,Dhaka,Investor,30,2,Mid,Marketplace,0.673
C007370,3/19/2022,Dhaka,Renter-to-Owner,38,4,Lower-Mid,Organic,0.491
C007371,3/4/2024,Rajshahi,End-User,39,3,Upper-Mid,Organic,0.698
C007372,3/20/2022,Rajshahi,End-User,44,2,Lower-Mid,Organic,0.395
C007373,8/16/2024,Dhaka,End-User,43,5,Mid,Marketplace,0.523
C007374,4/26/2023,Rajshahi,End-User,32,5,Upper-Mid,Organic,0.807
C007375,7/15/2024,Barishal,End-User,60,3,Upper-Mid,Email,0.7
C007376,9/19/2022,Chattogram,Investor,48,3,Low,Facebook,0.566
C007377,5/31/2022,Dhaka,End-User,28,3,Lower-Mid,Broker Network,0.402
C007378,10/23/2024,Sylhet,End-User,35,3,Upper-Mid,Paid Search,0.615
C007379,3/23/2024,Barishal,Investor,18,3,Upper-Mid,Facebook,0.736
C007380,8/29/2024,Mymensingh,Renter-to-Owner,34,4,Mid,Marketplace,0.715
C007381,12/8/2022,Dhaka,End-User,49,6,Low,Organic,0.392
C007382,3/8/2023,Rangpur,Investor,59,3,Lower-Mid,Referral,0.667
C007383,9/8/2023,Barishal,Renter-to-Owner,33,5,High,Marketplace,0.743
C007384,4/24/2023,Sylhet,Renter-to-Owner,37,4,Low,Organic,0.437
C007385,9/16/2022,Chattogram,End-User,39,2,Upper-Mid,Email,0.659
C007386,2/4/2023,Dhaka,End-User,52,4,Lower-Mid,Paid Search,0.596
C007387,10/11/2023,Khulna,Investor,25,4,Mid,Organic,0.801
C007388,2/10/2022,Dhaka,Renter-to-Owner,58,6,Low,Organic,0.426
C007389,12/25/2022,Dhaka,End-User,31,6,Low,Broker Network,0.397
C007390,11/9/2022,Mymensingh,Renter-to-Owner,23,4,Lower-Mid,Organic,0.478
C007391,3/16/2022,Dhaka,End-User,31,5,Upper-Mid,Facebook,0.83
C007392,5/11/2022,Mymensingh,End-User,,4,Mid,Referral,0.764
C007393,6/13/2023,Khulna,Renter-to-Owner,38,5,,Organic,0.77
C007394,4/20/2022,Rangpur,Investor,19,4,High,Paid Search,0.95
C007395,1/3/2023,Dhaka,End-User,35,5,Lower-Mid,Organic,0.497
C007396,8/21/2023,Rajshahi,End-User,40,5,Upper-Mid,Organic,0.669
C007397,7/20/2024,Khulna,End-User,47,5,Low,Facebook,0.332
C007398,4/16/2022,Mymensingh,Investor,40,3,Low,Facebook,0.74
C007399,4/9/2023,Dhaka,End-User,47,3,Lower-Mid,Marketplace,0.425
C007400,4/20/2022,Dhaka,End-User,29,5,High,Broker Network,0.695
C007401,4/2/2023,Mymensingh,End-User,38,5,Mid,Marketplace,0.522
C007402,5/28/2023,Dhaka,Business Buyer,18,4,,Broker Network,0.581
C007403,5/2/2024,Rajshahi,End-User,33,3,High,Marketplace,0.411
C007404,4/17/2023,Dhaka,End-User,37,4,Mid,Paid Search,0.571
C007405,9/24/2024,Dhaka,End-User,38,3,Mid,Organic,0.397
C007406,5/27/2022,Rajshahi,Investor,20,3,Mid,Paid Search,0.858
C007407,2/26/2022,Khulna,Renter-to-Owner,30,6,Lower-Mid,Facebook,0.362
C007408,1/5/2022,Khulna,Renter-to-Owner,32,3,Low,Email,0.396
C007409,1/16/2023,Chattogram,Renter-to-Owner,30,4,Mid,Facebook,0.437
C007410,7/25/2022,Sylhet,Business Buyer,41,4,Low,Marketplace,0.634
C007411,4/8/2022,Mymensingh,End-User,32,2,Mid,Paid Search,0.539
C007412,9/9/2022,Dhaka,End-User,35,2,Mid,Facebook,0.698
C007413,11/5/2024,Chattogram,Investor,,4,,Referral,0.95
C007414,5/3/2024,Chattogram,Business Buyer,44,1,Upper-Mid,Organic,0.91
C007415,1/20/2022,Barishal,End-User,44,6,Lower-Mid,Broker Network,0.378
C007416,9/2/2024,Chattogram,End-User,31,3,Lower-Mid,Referral,0.543
C007417,8/7/2022,Sylhet,Renter-to-Owner,60,3,Low,Organic,0.609
C007418,3/9/2023,Chattogram,End-User,,5,Lower-Mid,Facebook,0.461
C007419,12/16/2022,Rajshahi,Business Buyer,43,4,Low,Referral,0.55
C007420,3/8/2023,Rangpur,Renter-to-Owner,25,5,Low,Broker Network,0.508
C007421,3/21/2024,Khulna,Renter-to-Owner,41,3,Lower-Mid,Facebook,0.536
C007422,1/30/2024,Chattogram,End-User,40,4,Lower-Mid,Broker Network,0.372
C007423,9/26/2023,Dhaka,End-User,25,5,Upper-Mid,Paid Search,0.575
C007424,10/31/2023,Khulna,Renter-to-Owner,33,3,Low,Paid Search,0.492
C007425,2/15/2024,Dhaka,Investor,51,4,Low,Organic,0.7
C007426,7/16/2022,Rangpur,Investor,27,1,Mid,Facebook,0.739
C007427,2/26/2023,Chattogram,Business Buyer,38,5,Low,Organic,0.527
C007428,4/25/2022,Dhaka,Business Buyer,37,3,Mid,Referral,0.735
C007429,1/21/2024,Dhaka,Business Buyer,34,4,Mid,Marketplace,0.6
C007430,4/12/2023,Khulna,Investor,18,4,Mid,Marketplace,0.722
C007431,11/11/2023,Mymensingh,End-User,41,2,Lower-Mid,Paid Search,0.518
C007432,8/26/2023,Chattogram,Business Buyer,34,2,Low,Broker Network,0.734
C007433,10/19/2022,Dhaka,Investor,44,4,High,Marketplace,0.794
C007434,5/28/2022,Chattogram,End-User,36,4,Upper-Mid,Facebook,0.701
C007435,11/3/2024,Mymensingh,End-User,35,3,Mid,Paid Search,0.571
C007436,11/9/2022,Rangpur,Renter-to-Owner,37,4,Low,Organic,0.372
C007437,4/27/2022,Dhaka,End-User,,4,Lower-Mid,Organic,0.502
C007438,11/23/2022,Rajshahi,End-User,48,3,Mid,Email,0.545
C007439,8/19/2024,Barishal,End-User,31,2,Low,Paid Search,0.37
C007440,10/6/2022,Barishal,Investor,31,4,High,Paid Search,0.95
C007441,11/17/2024,Khulna,Renter-to-Owner,46,4,High,Broker Network,0.95
C007442,5/7/2023,Sylhet,End-User,36,4,,Email,0.494
C007443,7/7/2024,Rajshahi,End-User,32,3,,Organic,0.447
C007444,11/28/2023,Dhaka,End-User,38,4,Lower-Mid,Referral,0.556
C007445,2/16/2022,Dhaka,End-User,40,5,Lower-Mid,Facebook,0.596
C007446,6/28/2023,Chattogram,Investor,33,3,Lower-Mid,Paid Search,0.565
C007447,3/21/2023,Dhaka,Business Buyer,42,3,,Facebook,0.749
C007448,8/3/2022,Chattogram,End-User,23,7,Lower-Mid,Broker Network,0.398
C007449,8/10/2023,Rangpur,End-User,36,4,Low,Organic,0.308
C007450,4/20/2022,Rangpur,End-User,41,2,Lower-Mid,Organic,0.56
C007451,1/15/2024,Dhaka,Business Buyer,40,3,Lower-Mid,Marketplace,0.437
C007452,5/26/2024,Dhaka,Renter-to-Owner,18,3,Mid,Marketplace,0.569
C007453,4/9/2022,Rajshahi,Investor,33,4,Upper-Mid,Facebook,0.91
C007454,5/26/2023,Khulna,End-User,23,4,Low,Organic,0.357
C007455,11/30/2023,Dhaka,End-User,46,3,Upper-Mid,Organic,0.824
C007456,3/8/2022,Barishal,Renter-to-Owner,30,6,Lower-Mid,Organic,0.399
C007457,2/20/2023,Dhaka,Business Buyer,45,4,Mid,Paid Search,0.754
C007458,10/3/2022,Dhaka,Renter-to-Owner,23,3,Lower-Mid,Referral,0.489
C007459,2/11/2022,Sylhet,Renter-to-Owner,38,2,Lower-Mid,Organic,0.564
C007460,5/7/2024,Rajshahi,End-User,34,3,Lower-Mid,Organic,0.527
C007461,4/20/2023,Chattogram,End-User,59,2,Mid,Broker Network,0.557
C007462,3/12/2024,Sylhet,End-User,45,3,Low,Paid Search,0.349
C007463,9/18/2023,Mymensingh,Renter-to-Owner,44,3,Lower-Mid,Organic,0.464
C007464,7/22/2024,Dhaka,End-User,52,5,Mid,Facebook,0.633
C007465,11/28/2024,Rajshahi,End-User,37,3,Mid,Organic,0.502
C007466,10/4/2023,Dhaka,Investor,33,5,Low,Referral,0.552
C007467,1/11/2023,Chattogram,End-User,32,4,Low,Organic,0.422
C007468,3/27/2023,Chattogram,Renter-to-Owner,37,5,Mid,Paid Search,0.554
C007469,5/29/2024,Chattogram,Investor,18,5,Lower-Mid,Facebook,0.697
C007470,3/31/2023,Dhaka,Renter-to-Owner,34,6,Low,Referral,0.477
C007471,7/9/2023,Barishal,End-User,36,3,Lower-Mid,Organic,0.51
C007472,7/26/2022,Chattogram,End-User,33,5,Mid,Email,0.569
C007473,11/21/2024,Rangpur,Business Buyer,20,4,High,Marketplace,0.898
C007474,11/25/2023,Chattogram,Renter-to-Owner,33,5,Mid,Facebook,0.548
C007475,12/19/2022,Rangpur,Renter-to-Owner,20,4,Upper-Mid,Paid Search,0.556
C007476,9/16/2023,Khulna,End-User,50,5,Mid,Organic,0.535
C007477,3/4/2023,Chattogram,End-User,32,2,Lower-Mid,Marketplace,0.531
C007478,6/15/2022,Sylhet,Renter-to-Owner,18,2,High,Organic,0.858
C007479,7/21/2024,Barishal,Renter-to-Owner,32,3,Low,Paid Search,0.41
C007480,8/2/2024,Khulna,Renter-to-Owner,42,4,Upper-Mid,Paid Search,0.695
C007481,6/8/2024,Chattogram,Renter-to-Owner,36,4,Lower-Mid,Paid Search,0.499
C007482,1/28/2023,Khulna,End-User,26,3,Mid,Organic,0.663
C007483,10/1/2022,Rajshahi,End-User,28,2,High,Organic,0.787
C007484,2/23/2022,Chattogram,Business Buyer,31,3,Upper-Mid,Broker Network,0.768
C007485,2/19/2024,Barishal,End-User,30,1,Upper-Mid,Organic,0.753
C007486,12/16/2022,Chattogram,Renter-to-Owner,23,3,Upper-Mid,Broker Network,0.824
C007487,8/9/2024,Chattogram,End-User,33,4,Lower-Mid,Facebook,0.356
C007488,7/16/2024,Rajshahi,Business Buyer,22,4,Lower-Mid,Organic,0.568
C007489,5/17/2022,Mymensingh,Renter-to-Owner,43,4,Mid,Email,0.822
C007490,9/4/2024,Dhaka,End-User,44,6,Lower-Mid,Referral,0.58
C007491,5/30/2022,Dhaka,Renter-to-Owner,25,5,Lower-Mid,Referral,0.734
C007492,6/7/2023,Dhaka,End-User,28,5,Low,Organic,0.501
C007493,5/21/2023,Sylhet,End-User,30,4,Upper-Mid,Referral,0.737
C007494,10/16/2024,Chattogram,Renter-to-Owner,34,4,Mid,Broker Network,0.479
C007495,12/2/2023,Chattogram,End-User,36,3,Low,Marketplace,0.262
C007496,7/22/2024,Dhaka,End-User,38,4,Mid,Referral,0.672
C007497,9/28/2023,Rangpur,End-User,38,6,Mid,Facebook,0.448
C007498,5/29/2024,Chattogram,Business Buyer,48,4,Upper-Mid,Broker Network,0.778
C007499,6/27/2024,Rajshahi,Investor,35,2,Lower-Mid,Organic,0.783
C007500,7/5/2024,Dhaka,Renter-to-Owner,22,5,Mid,Facebook,0.601
C007501,3/15/2023,Dhaka,End-User,20,5,Lower-Mid,Broker Network,0.522
C007502,2/12/2023,Dhaka,End-User,49,4,Upper-Mid,Paid Search,0.731
C007503,11/15/2024,Chattogram,Renter-to-Owner,39,1,Upper-Mid,Organic,0.869
C007504,3/17/2024,Chattogram,End-User,36,5,Low,Organic,0.425
C007505,9/4/2024,Dhaka,Renter-to-Owner,38,4,Lower-Mid,Organic,0.682
C007506,9/8/2023,Chattogram,Renter-to-Owner,35,3,Low,Email,0.383
C007507,9/17/2024,Dhaka,Business Buyer,38,5,Lower-Mid,Broker Network,0.638
C007508,2/7/2024,Chattogram,Renter-to-Owner,31,1,Low,Broker Network,0.525
C007509,3/2/2024,Dhaka,Investor,43,4,Upper-Mid,Marketplace,0.802
C007510,7/9/2022,Dhaka,Renter-to-Owner,29,3,Lower-Mid,Paid Search,0.502
C007511,8/28/2023,Dhaka,End-User,26,6,,Broker Network,0.49
C007512,2/19/2024,Sylhet,Investor,19,4,Mid,Paid Search,0.737
C007513,3/22/2024,Mymensingh,End-User,32,3,Mid,Broker Network,0.451
C007514,10/17/2024,Rajshahi,Renter-to-Owner,45,5,Lower-Mid,Referral,0.589
C007515,12/15/2022,Dhaka,End-User,30,1,,Marketplace,0.615
C007516,11/19/2022,Mymensingh,End-User,22,4,Mid,Broker Network,0.64
C007517,10/30/2024,Mymensingh,End-User,37,2,Lower-Mid,Organic,0.416
C007518,11/17/2024,Chattogram,End-User,28,3,Low,Referral,0.477
C007519,7/11/2022,Dhaka,Renter-to-Owner,48,3,Mid,Organic,0.716
C007520,2/8/2023,Sylhet,Investor,44,5,Low,Facebook,0.548
C007521,10/7/2024,Mymensingh,Renter-to-Owner,23,7,Low,Organic,0.536
C007522,8/1/2022,Barishal,Renter-to-Owner,32,1,Lower-Mid,Facebook,0.522
C007523,4/14/2024,Rajshahi,End-User,27,4,Upper-Mid,Broker Network,0.452
C007524,4/30/2022,Rajshahi,End-User,24,7,Mid,Paid Search,0.466
C007525,7/10/2022,Mymensingh,Investor,33,3,Upper-Mid,Organic,0.95
C007526,4/16/2024,Dhaka,End-User,41,3,Lower-Mid,Paid Search,0.502
C007527,10/10/2023,Dhaka,End-User,33,4,Upper-Mid,Organic,0.632
C007528,8/15/2023,Rangpur,End-User,29,5,Lower-Mid,Organic,0.539
C007529,7/2/2024,Dhaka,Renter-to-Owner,18,5,High,Referral,0.907
C007530,11/24/2022,Chattogram,End-User,28,3,Mid,Broker Network,0.703
